Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0104773,Male,Yes,2,Not Graduate,No,6225,0,434,360,1,Semiurban
LP0102178,Female,No,1,Not Graduate,Yes,4746,0,555,360,1,Rural
LP0117651,Male,Yes,0,Not Graduate,No,4479,4599,104,240,1,Urban
LP0123937,Female,Yes,0,Graduate,Yes,14236,4659,110,360,1,Rural
LP0121825,Female,Yes,0,Graduate,Yes,13810,4961,338,360,1,Semiurban
LP0135568,Female,Yes,0,Not Graduate,Yes,14332,4634,199,360,1,Urban
LP0112822,Male,Yes,0,Graduate,Yes,13977,0,376,360,1,Rural
LP0117597,Male,Yes,1,Not Graduate,Yes,14799,2921,399,120,1,Urban
LP0107775,Female,Yes,0,Not Graduate,No,14148,4191,563,360,1,Urban
LP0104587,Female,Yes,3+,Not Graduate,Yes,15576,4544,61,360,1,Semiurban
LP0139920,Male,No,0,Not Graduate,No,2924,0,206,360,1,Urban
LP0129727,Male,Yes,0,Not Graduate,Yes,3128,1591,503,360,1,Semiurban
LP0115165,Male,Yes,2,Graduate,Yes,14210,3992,160,360,1,Semiurban
LP0112336,Female,Yes,0,Graduate,No,5133,0,383,360,1,Urban
LP0114833,Male,Yes,2,Graduate,Yes,11029,4908,364,360,1,Urban
LP0110523,Male,No,1,Not Graduate,No,9934,4020,430,360,1,Rural
LP0106542,Male,No,2,Not Graduate,Yes,3475,2346,101,360,1,Urban
LP0111956,Male,No,0,Not Graduate,Yes,13644,3055,139,360,1,Rural
LP0116222,Male,Yes,0,Graduate,Yes,5016,0,435,360,1,Semiurban
LP0118729,Male,Yes,1,Not Graduate,Yes,13556,0,377,480,1,Urban
LP0109642,Female,Yes,0,Not Graduate,No,9327,1940,311,360,1,Semiurban
LP0137660,Female,No,0,Graduate,No,4838,2242,549,360,1,Urban
LP098546,Female,No,0,Not Graduate,Yes,2148,2036,147,360,1,Rural
LP0127500,Male,No,0,Not Graduate,No,11874,1570,552,360,1,Urban
LP0106644,Female,No,0,Not Graduate,Yes,5138,0,404,360,0,Rural
LP0131612,Female,Yes,0,Not Graduate,No,13829,2705,554,360,0,Rural
LP0132575,Male,Yes,0,Graduate,Yes,2631,3244,115,180,1,Rural
LP0134582,Female,Yes,2,Graduate,Yes,8212,0,545,360,0,Urban
LP0119040,Female,Yes,1,Graduate,No,15884,0,446,360,1,Rural
LP0118747,Male,No,2,Not Graduate,No,3857,1461,147,360,1,Rural
LP098388,Female,No,0,Graduate,No,4089,2126,596,360,1,Semiurban
LP0119331,Female,Yes,1,Not Graduate,Yes,14769,4990,452,360,0,Semiurban
LP0126243,Male,Yes,1,Graduate,No,5726,0,231,360,1,Urban
LP0128117,Female,No,0,Graduate,Yes,14530,1708,337,480,1,Rural
LP0133239,Male,No,0,Not Graduate,Yes,3105,3523,299,360,1,Semiurban
LP0108485,Male,Yes,1,Not Graduate,No,6452,3552,306,360,1,Urban
LP0117610,Female,No,1,Not Graduate,Yes,8642,4298,530,360,1,Semiurban
LP0120104,Female,No,0,Graduate,Yes,10004,4685,528,360,1,Semiurban
LP097216,Female,Yes,1,Graduate,Yes,10826,3435,416,360,0,Semiurban
LP0137664,Female,No,1,Graduate,No,15656,3302,166,360,1,Urban
LP0120720,Female,Yes,0,Graduate,Yes,14271,2829,164,360,1,Urban
LP0113411,Female,Yes,1,Not Graduate,Yes,10843,1301,312,360,1,Semiurban
LP0120845,Male,No,1,Graduate,Yes,13212,3719,408,360,1,Urban
LP0109387,Male,No,2,Graduate,No,2040,4935,558,360,1,Rural
LP0126722,Female,No,0,Not Graduate,No,11783,3875,249,360,1,Semiurban
LP0101414,Female,No,0,Graduate,No,9537,2442,72,360,1,Semiurban
LP0131851,Female,Yes,0,Graduate,Yes,1713,4761,204,240,1,Rural
LP0133097,Female,No,2,Graduate,Yes,3167,4412,429,360,0,Urban
LP0137523,Male,No,1,Graduate,No,9069,4825,593,360,1,Urban
LP0109472,Female,No,1,Graduate,Yes,14816,0,212,360,1,Urban
LP0119283,Female,No,0,Graduate,Yes,3300,0,120,360,1,Urban
LP099393,Female,No,0,Graduate,No,10637,3832,229,360,0,Rural
LP0130357,Male,No,0,Graduate,Yes,10761,0,475,120,0,Semiurban
LP096223,Female,Yes,1,Graduate,No,9037,3250,470,180,1,Rural
LP097115,Male,No,0,Graduate,Yes,14380,0,383,360,1,Semiurban
LP0138340,Female,No,1,Not Graduate,Yes,7697,0,336,360,1,Urban
LP0106822,Male,Yes,0,Graduate,Yes,3587,4028,217,360,1,Urban
LP0113049,Male,No,0,Graduate,Yes,6587,4991,259,360,1,Semiurban
LP0112543,Female,No,0,Not Graduate,Yes,13737,3655,520,360,0,Rural
LP0138731,Male,Yes,0,Graduate,Yes,10070,4057,293,360,1,Rural
LP0120336,Male,Yes,1,Graduate,Yes,11023,3236,437,240,1,Semiurban
LP0113051,Male,No,1,Graduate,No,1785,2755,212,360,1,Rural
LP0106422,Female,Yes,0,Graduate,No,11362,1566,145,480,1,Urban
LP0118275,Male,Yes,0,Graduate,No,3949,3505,163,360,1,Rural
LP0104885,Female,Yes,0,Graduate,Yes,11513,0,329,360,1,Urban
LP096353,Male,Yes,0,Graduate,Yes,8535,0,581,480,1,Urban
LP0116759,Female,No,1,Not Graduate,Yes,6817,4092,106,360,0,Urban
LP0131030,Male,No,1,Not Graduate,Yes,11165,4980,133,360,1,Rural
LP0131836,Male,No,0,Graduate,Yes,10586,2384,270,360,1,Semiurban
LP0126473,Male,No,2,Graduate,Yes,7583,3277,466,360,1,Urban
LP0118765,Male,No,3+,Graduate,No,8441,2909,382,360,0,Rural
LP0115329,Male,No,0,Not Graduate,No,15040,4493,334,480,0,Semiurban
LP0120224,Male,Yes,1,Graduate,No,7541,1805,273,360,1,Urban
LP0117966,Male,Yes,0,Not Graduate,Yes,14021,1692,598,360,1,Rural
LP0132842,Male,Yes,0,Not Graduate,No,6339,4233,410,360,1,Urban
LP0124341,Male,Yes,0,Not Graduate,No,11425,0,171,360,1,Urban
LP0135981,Male,No,2,Graduate,Yes,8307,2406,537,360,1,Urban
LP0137637,Male,No,0,Graduate,Yes,5373,4883,100,360,1,Urban
LP0134482,Female,Yes,0,Not Graduate,Yes,8700,4361,586,480,1,Rural
LP097446,Male,Yes,1,Not Graduate,Yes,6302,3039,542,360,1,Semiurban
LP0127694,Female,Yes,2,Graduate,Yes,11486,1305,131,120,1,Urban
LP0116176,Male,No,1,Not Graduate,No,6270,1398,97,360,1,Semiurban
LP0126315,Male,Yes,0,Not Graduate,No,14308,3091,202,360,1,Rural
LP097913,Female,Yes,0,Graduate,Yes,9837,1846,306,360,1,Rural
LP0105409,Male,No,2,Not Graduate,No,1928,0,482,360,1,Rural
LP097799,Male,Yes,1,Not Graduate,Yes,6559,4818,138,180,1,Semiurban
LP0135711,Male,Yes,1,Not Graduate,No,6321,4526,351,360,1,Semiurban
LP0136005,Female,No,1,Graduate,No,8415,3367,265,360,0,Urban
LP0102699,Female,No,0,Graduate,Yes,2557,0,170,240,1,Semiurban
LP0120970,Male,Yes,3+,Graduate,No,15791,4025,93,240,1,Semiurban
LP0129931,Female,No,2,Graduate,No,12762,4484,386,360,1,Urban
LP0103372,Male,No,1,Graduate,Yes,8913,0,248,360,1,Rural
LP098171,Male,Yes,0,Graduate,Yes,11475,0,446,360,1,Rural
LP0122502,Male,No,0,Graduate,Yes,11348,3261,548,360,1,Rural
LP0121701,Male,Yes,0,Not Graduate,Yes,4003,2488,345,360,1,Urban
LP0119539,Male,Yes,0,Graduate,No,3161,0,284,240,1,Semiurban
LP0124803,Female,Yes,0,Not Graduate,Yes,11742,0,359,360,1,Semiurban
LP0110614,Male,Yes,0,Graduate,No,13704,0,563,360,1,Urban
LP0125428,Female,Yes,1,Not Graduate,No,3195,3214,254,240,1,Semiurban
LP0105846,Male,Yes,3+,Not Graduate,No,15806,3432,330,360,1,Rural
LP0123953,Male,Yes,1,Not Graduate,No,11901,4071,65,240,1,Urban
LP0130521,Male,Yes,2,Graduate,No,14674,3895,521,360,1,Rural
LP0100565,Female,No,0,Graduate,Yes,3264,3019,382,360,1,Urban
LP0133381,Female,Yes,0,Not Graduate,Yes,5951,0,525,360,1,Urban
LP0138119,Male,No,0,Not Graduate,Yes,6198,2851,120,360,1,Semiurban
LP0104184,Female,No,1,Not Graduate,Yes,15292,0,329,360,1,Rural
LP096794,Male,No,0,Graduate,Yes,10334,2720,229,180,1,Rural
LP0108025,Male,No,2,Not Graduate,Yes,3727,3217,464,120,1,Semiurban
LP0105504,Male,Yes,0,Graduate,No,3171,0,390,360,1,Rural
LP0107870,Male,No,0,Graduate,No,2448,4700,259,360,1,Semiurban
LP0108218,Female,Yes,2,Graduate,Yes,3095,2578,263,360,1,Semiurban
LP096950,Male,No,1,Not Graduate,Yes,8795,3623,196,360,1,Rural
LP0123321,Female,No,2,Graduate,No,15100,3320,409,240,1,Rural
LP0137529,Male,No,2,Graduate,No,14157,1674,73,360,1,Semiurban
LP0102796,Male,No,0,Graduate,Yes,1645,4149,469,240,1,Semiurban
LP0113259,Female,Yes,3+,Graduate,Yes,6985,1820,245,180,1,Urban
LP0119340,Male,Yes,1,Not Graduate,No,10596,3509,252,360,1,Semiurban
LP0112236,Male,Yes,0,Graduate,No,6698,4394,337,360,1,Rural
LP0133703,Male,Yes,0,Not Graduate,Yes,3545,3243,244,360,1,Semiurban
LP0102370,Male,Yes,0,Not Graduate,Yes,13709,2661,159,360,1,Semiurban
LP0106187,Female,Yes,0,Not Graduate,Yes,4874,0,459,360,1,Urban
LP0117953,Female,No,1,Graduate,Yes,12042,2821,120,360,1,Rural
LP097744,Male,Yes,3+,Not Graduate,No,7845,2838,60,360,1,Rural
LP0129879,Male,No,1,Graduate,Yes,8340,2945,189,360,1,Urban
LP0106287,Male,No,1,Graduate,Yes,11764,1983,380,360,1,Semiurban
LP0130552,Female,Yes,1,Not Graduate,Yes,4261,2756,534,360,0,Semiurban
LP0127235,Male,Yes,2,Not Graduate,No,3168,3419,130,360,1,Rural
LP0123647,Female,No,2,Not Graduate,Yes,10028,1630,99,360,1,Rural
LP0132643,Female,Yes,3+,Not Graduate,No,11279,4146,453,360,1,Urban
LP0101086,Female,Yes,0,Not Graduate,Yes,1944,1666,581,360,1,Semiurban
LP097219,Female,No,0,Graduate,No,9066,4753,326,120,1,Urban
LP0128077,Male,No,0,Not Graduate,No,1445,0,583,360,1,Rural
LP0139194,Female,No,0,Graduate,No,11705,2629,528,360,1,Semiurban
LP0103294,Male,No,0,Not Graduate,No,14107,2895,439,360,1,Rural
LP0129466,Female,Yes,0,Graduate,Yes,12536,4703,82,360,0,Rural
LP0110506,Female,No,2,Not Graduate,No,7416,0,330,180,1,Urban
LP0116564,Female,Yes,2,Graduate,No,14747,3307,499,360,0,Rural
LP0117583,Male,Yes,3+,Not Graduate,No,11187,0,277,360,1,Semiurban
LP0117794,Male,No,1,Not Graduate,Yes,8661,1799,233,360,1,Rural
LP0115654,Male,No,1,Not Graduate,Yes,13689,0,232,360,1,Semiurban
LP0124973,Female,No,0,Graduate,No,15626,1983,161,120,1,Urban
LP0115573,Female,Yes,1,Graduate,Yes,14244,3957,456,360,1,Semiurban
LP0131226,Male,Yes,3+,Not Graduate,Yes,13384,4897,97,360,1,Urban
LP0130396,Female,No,1,Not Graduate,Yes,1404,3226,154,120,1,Rural
LP0138382,Male,Yes,1,Graduate,Yes,4740,2219,274,360,1,Semiurban
LP0136567,Male,No,0,Not Graduate,Yes,15210,3936,327,360,1,Semiurban
LP0122717,Male,No,3+,Graduate,Yes,14485,3581,240,360,1,Rural
LP0106357,Male,Yes,0,Not Graduate,No,10142,1889,481,360,1,Rural
LP0133439,Female,Yes,2,Not Graduate,Yes,6485,3599,470,360,1,Urban
LP0127241,Female,No,0,Not Graduate,Yes,7680,3985,349,360,1,Rural
LP0106459,Female,No,0,Graduate,Yes,10377,4378,554,360,1,Rural
LP0108985,Male,No,0,Graduate,Yes,13070,2402,169,240,0,Rural
LP0120252,Male,No,0,Not Graduate,Yes,10830,0,549,360,1,Urban
LP0114019,Male,Yes,0,Not Graduate,Yes,3440,3863,134,360,1,Semiurban
LP0134904,Male,Yes,0,Not Graduate,No,7783,4077,454,360,1,Urban
LP0137009,Male,Yes,2,Graduate,No,12141,3787,592,360,1,Semiurban
LP0103216,Female,Yes,2,Graduate,Yes,2020,0,519,360,1,Urban
LP0139404,Female,Yes,0,Not Graduate,Yes,11556,1288,507,360,1,Rural
LP0139898,Female,No,0,Not Graduate,No,9796,3870,173,360,1,Urban
LP0132615,Female,Yes,0,Graduate,Yes,10460,4015,227,240,1,Rural
LP0119739,Female,Yes,3+,Not Graduate,No,15101,0,392,360,1,Rural
LP0115682,Male,Yes,3+,Graduate,Yes,10124,1570,194,360,1,Semiurban
LP0112559,Male,No,0,Graduate,Yes,15546,2687,91,360,1,Urban
LP0138168,Female,Yes,0,Graduate,No,9351,3751,254,360,1,Rural
LP096900,Male,Yes,3+,Not Graduate,Yes,13418,3616,90,180,1,Semiurban
LP0118319,Female,Yes,2,Not Graduate,No,8667,0,333,360,1,Urban
LP0114198,Female,Yes,2,Graduate,Yes,6018,1476,337,360,1,Rural
LP0124362,Male,Yes,1,Graduate,Yes,7659,2789,368,360,1,Rural
LP0118142,Female,Yes,1,Graduate,No,13799,4934,407,360,0,Semiurban
LP0101581,Male,No,0,Not Graduate,No,10268,2255,582,360,1,Urban
LP0108208,Female,No,0,Graduate,No,7332,0,599,360,1,Urban
LP0137816,Female,No,0,Not Graduate,Yes,6572,0,109,360,1,Semiurban
LP0133058,Female,Yes,0,Not Graduate,No,9219,3897,199,240,1,Urban
LP0135136,Female,Yes,0,Not Graduate,Yes,3937,0,123,360,1,Rural
LP0123235,Male,No,0,Graduate,Yes,2927,0,354,360,0,Urban
LP0119865,Female,No,3+,Graduate,Yes,7933,0,196,360,1,Urban
LP0115081,Female,Yes,0,Graduate,Yes,7341,2720,586,360,1,Rural
LP0117506,Male,Yes,1,Not Graduate,Yes,6726,3470,150,360,1,Rural
LP0117207,Male,No,2,Not Graduate,No,3720,0,225,360,1,Semiurban
LP0125720,Female,No,0,Not Graduate,No,4069,1760,299,360,1,Urban
LP0124457,Male,No,3+,Graduate,Yes,13859,4409,197,360,1,Urban
LP0111327,Male,Yes,1,Graduate,No,7208,2375,575,360,0,Urban
LP0127583,Male,No,1,Not Graduate,Yes,4227,0,207,240,1,Urban
LP0109188,Female,No,2,Graduate,No,13447,1546,455,360,1,Rural
LP0104390,Male,Yes,0,Not Graduate,Yes,12663,2724,393,360,1,Rural
LP0116414,Male,No,2,Not Graduate,No,8752,1825,378,480,1,Semiurban
LP0105426,Female,Yes,0,Not Graduate,No,12790,0,421,360,0,Rural
LP0117730,Female,Yes,2,Not Graduate,Yes,9658,0,590,360,1,Semiurban
LP0120253,Male,Yes,1,Graduate,Yes,7472,1479,249,360,1,Rural
LP0122451,Male,Yes,0,Graduate,Yes,9131,4930,270,240,1,Urban
LP0118092,Female,No,0,Not Graduate,No,6598,1850,207,360,0,Rural
LP0107092,Female,No,0,Not Graduate,Yes,4548,1318,543,480,1,Semiurban
LP0114060,Male,No,0,Graduate,Yes,6770,0,358,360,1,Urban
LP0102690,Female,Yes,2,Not Graduate,Yes,7917,2986,366,360,1,Semiurban
LP0104610,Male,Yes,1,Graduate,No,2648,2281,556,240,1,Semiurban
LP0114691,Male,No,0,Not Graduate,No,13787,1940,173,360,1,Semiurban
LP0124011,Male,No,0,Not Graduate,Yes,4643,2206,125,360,1,Urban
LP0100043,Male,Yes,1,Not Graduate,No,11855,0,179,360,1,Urban
LP0131227,Female,Yes,0,Graduate,No,7930,0,319,360,0,Semiurban
LP0137567,Female,Yes,0,Not Graduate,Yes,4490,3201,93,360,1,Rural
LP0134235,Male,Yes,0,Graduate,No,8396,3287,344,360,1,Urban
LP0105524,Female,No,2,Not Graduate,No,7282,0,141,360,1,Rural
LP0100369,Female,No,0,Graduate,No,4850,2889,98,120,1,Urban
LP0114743,Male,No,0,Graduate,No,9965,0,365,360,1,Urban
LP0110484,Male,No,1,Not Graduate,No,7382,4986,357,360,0,Urban
LP0112067,Female,Yes,3+,Graduate,No,12554,2308,144,360,1,Semiurban
LP0138680,Male,No,0,Graduate,Yes,15450,3113,164,360,1,Rural
LP0101498,Female,No,3+,Not Graduate,No,9515,1232,579,360,1,Rural
LP099614,Female,No,0,Graduate,Yes,9109,4404,597,360,0,Rural
LP0135647,Female,Yes,0,Not Graduate,Yes,12475,0,516,360,1,Rural
LP0106267,Male,Yes,0,Not Graduate,Yes,11724,4018,60,360,0,Semiurban
LP0121667,Female,Yes,0,Graduate,Yes,5703,1598,339,360,1,Urban
LP0118317,Female,Yes,1,Not Graduate,Yes,9257,0,282,240,1,Urban
LP0106660,Male,Yes,0,Not Graduate,No,10085,1417,505,180,1,Semiurban
LP0102554,Male,No,1,Not Graduate,No,8350,3366,538,360,1,Semiurban
LP099914,Male,No,2,Not Graduate,No,10147,1928,340,360,1,Semiurban
LP0106008,Female,Yes,0,Graduate,No,8068,4327,269,360,1,Rural
LP0135490,Male,No,3+,Not Graduate,No,15111,0,463,360,1,Rural
LP0128893,Female,No,0,Graduate,No,9477,2882,584,120,1,Semiurban
LP0134696,Female,Yes,0,Graduate,No,12858,0,137,360,1,Semiurban
LP0114123,Female,No,2,Not Graduate,Yes,3857,0,63,360,1,Urban
LP0113141,Male,Yes,1,Not Graduate,No,15407,2721,342,240,1,Rural
LP0117355,Female,No,2,Graduate,No,15113,2208,535,360,1,Semiurban
LP0134533,Male,No,0,Not Graduate,Yes,1953,4144,294,360,1,Semiurban
LP0132430,Male,Yes,0,Graduate,Yes,1916,1341,242,360,1,Semiurban
LP0125634,Male,No,0,Graduate,No,5848,2354,159,360,1,Urban
LP0127381,Male,No,1,Graduate,Yes,14348,2747,284,180,1,Urban
LP0130316,Male,No,0,Graduate,Yes,15870,4907,96,360,1,Semiurban
LP0108905,Male,Yes,0,Not Graduate,Yes,15472,3276,267,360,1,Rural
LP0125752,Female,No,1,Not Graduate,No,8051,4631,319,360,1,Urban
LP0117693,Male,Yes,0,Not Graduate,Yes,4231,0,581,360,1,Rural
LP0111061,Male,No,0,Not Graduate,Yes,12836,1505,72,360,0,Rural
LP0126648,Male,No,0,Graduate,Yes,4153,1426,130,360,1,Semiurban
LP0109465,Female,Yes,2,Graduate,Yes,8005,3692,337,360,0,Rural
LP0130570,Male,No,0,Not Graduate,No,3635,0,499,360,1,Urban
LP0135974,Female,Yes,1,Not Graduate,No,9955,2030,433,360,1,Urban
LP0120482,Male,Yes,0,Not Graduate,No,3140,0,154,360,1,Urban
LP0114209,Female,Yes,2,Graduate,No,14568,3540,522,360,0,Urban
LP0121302,Female,No,0,Graduate,No,14070,0,270,120,1,Urban
LP0128615,Female,No,3+,Graduate,Yes,9782,3543,196,360,0,Rural
LP0130223,Male,Yes,1,Not Graduate,Yes,10510,3686,498,180,1,Semiurban
LP0114394,Male,Yes,1,Graduate,No,14852,1984,397,360,1,Rural
LP0118200,Male,No,0,Graduate,No,7363,4096,193,360,1,Urban
LP0123578,Female,Yes,0,Graduate,No,9255,0,117,360,1,Urban
LP0115584,Female,No,0,Graduate,Yes,6332,4197,488,360,1,Rural
LP0100680,Male,No,0,Graduate,No,13843,0,411,360,1,Semiurban
LP0106076,Male,Yes,0,Not Graduate,No,8630,3665,114,360,1,Rural
LP0111865,Male,Yes,3+,Graduate,No,14828,3478,189,240,0,Urban
LP0106826,Female,No,2,Graduate,No,3427,0,86,360,1,Semiurban
LP0114991,Male,Yes,1,Graduate,Yes,4457,3450,503,360,1,Semiurban
LP0137311,Female,No,0,Graduate,No,2994,1319,335,360,1,Urban
LP0138600,Male,No,0,Graduate,Yes,9516,1724,132,360,1,Rural
LP0122683,Female,No,1,Not Graduate,No,4406,4957,573,360,1,Semiurban
LP0131010,Female,No,0,Graduate,No,4493,0,377,360,1,Semiurban
LP0104979,Male,Yes,0,Graduate,Yes,8290,2638,67,360,1,Semiurban
LP0107124,Male,Yes,0,Graduate,Yes,13016,4083,296,360,1,Urban
LP098120,Male,No,3+,Not Graduate,Yes,14442,2676,126,360,1,Urban
LP0118406,Female,No,0,Not Graduate,No,1766,4344,192,120,0,Rural
LP0139954,Female,Yes,0,Not Graduate,Yes,13495,0,348,360,0,Urban
LP0130144,Female,Yes,0,Graduate,Yes,4543,3382,484,360,1,Urban
LP0119261,Female,No,0,Graduate,No,2911,3396,409,360,1,Rural
LP0134549,Male,No,0,Not Graduate,No,10455,3391,274,360,1,Semiurban
LP0122283,Female,No,2,Graduate,Yes,6447,0,294,360,1,Urban
LP099745,Female,No,0,Graduate,No,3226,2830,435,480,1,Rural
LP0105266,Male,Yes,3+,Not Graduate,No,13088,4629,323,360,1,Rural
LP0113285,Female,Yes,1,Graduate,No,5810,2729,143,360,1,Urban
LP0102004,Male,Yes,0,Graduate,Yes,5578,0,311,360,1,Rural
LP0129559,Female,No,0,Graduate,No,5627,2085,176,360,1,Urban
LP0137677,Female,No,1,Not Graduate,No,7665,2754,304,360,1,Rural
LP0134160,Female,No,0,Not Graduate,No,6762,1863,423,360,1,Rural
LP0108278,Female,No,0,Graduate,No,6148,3353,579,120,1,Rural
LP0123446,Male,No,2,Not Graduate,Yes,5882,2314,411,360,1,Semiurban
LP0125193,Male,No,0,Not Graduate,Yes,13440,0,95,360,1,Urban
LP098782,Female,No,1,Not Graduate,Yes,4802,0,247,360,1,Semiurban
LP0100897,Female,No,2,Graduate,Yes,2716,1835,534,360,1,Semiurban
LP099971,Male,No,0,Not Graduate,Yes,15564,0,356,360,1,Rural
LP0125056,Male,No,2,Not Graduate,Yes,3628,1546,448,360,1,Urban
LP097084,Female,No,0,Not Graduate,Yes,2413,2072,493,240,1,Urban
LP097564,Female,No,0,Graduate,Yes,4693,1566,548,360,1,Semiurban
LP0103004,Female,No,2,Graduate,Yes,9712,2734,559,360,1,Semiurban
LP0139316,Male,Yes,0,Not Graduate,Yes,2662,2796,76,360,1,Semiurban
LP0107667,Female,No,0,Graduate,Yes,11818,0,425,120,1,Rural
LP0101213,Female,Yes,0,Graduate,No,10247,0,313,360,1,Rural
LP0122429,Male,No,2,Not Graduate,No,12432,0,248,480,1,Semiurban
LP0130707,Female,No,0,Graduate,No,7502,2438,189,360,1,Urban
LP0129252,Male,Yes,0,Graduate,Yes,5898,3365,459,360,1,Semiurban
LP0120886,Male,No,2,Graduate,Yes,9857,4292,241,180,1,Semiurban
LP0102261,Female,Yes,1,Graduate,Yes,14180,3066,530,360,1,Rural
LP0113735,Female,Yes,0,Graduate,Yes,14099,2612,288,120,1,Semiurban
LP0132182,Female,Yes,0,Not Graduate,Yes,3728,4621,498,360,1,Semiurban
LP0114450,Female,Yes,1,Graduate,Yes,13156,2062,228,360,1,Semiurban
LP0122249,Female,Yes,0,Not Graduate,No,13248,1272,549,240,0,Semiurban
LP0121274,Male,Yes,0,Graduate,Yes,13199,3574,470,360,1,Urban
LP0137214,Male,No,1,Graduate,No,7935,1904,158,360,1,Rural
LP0121181,Female,No,0,Not Graduate,Yes,5640,0,75,360,1,Urban
LP0112123,Male,No,0,Graduate,Yes,13778,2191,465,360,1,Rural
LP0125395,Female,No,3+,Not Graduate,Yes,1734,0,202,360,1,Rural
LP0103316,Male,No,0,Not Graduate,Yes,5946,0,420,360,1,Rural
LP0106294,Male,No,3+,Not Graduate,Yes,6627,1846,526,360,1,Semiurban
LP0135252,Female,Yes,0,Graduate,Yes,15473,2078,539,360,0,Urban
LP0111781,Male,No,1,Graduate,No,8269,1612,527,360,1,Urban
LP0109208,Male,Yes,2,Not Graduate,No,12656,4876,130,360,1,Urban
LP0126354,Male,Yes,0,Graduate,No,5971,4717,67,360,1,Rural
LP0135959,Male,Yes,0,Not Graduate,No,13486,3377,332,240,1,Rural
LP0109538,Male,Yes,0,Not Graduate,No,14307,0,293,360,1,Rural
LP0129429,Male,Yes,2,Not Graduate,Yes,2684,1971,359,360,1,Urban
LP0106263,Male,No,0,Not Graduate,Yes,6341,2072,411,360,1,Urban
LP0133802,Female,No,0,Graduate,Yes,2932,0,567,360,0,Semiurban
LP0112159,Male,No,0,Graduate,Yes,12250,3483,261,360,1,Rural
LP098700,Female,Yes,2,Graduate,No,3965,2838,258,360,1,Urban
LP0120837,Male,Yes,0,Not Graduate,No,10507,3076,412,360,1,Semiurban
LP099439,Male,Yes,0,Not Graduate,No,1961,4592,297,360,1,Urban
LP099128,Female,Yes,1,Graduate,Yes,7865,3473,500,360,1,Semiurban
LP0111439,Female,Yes,0,Not Graduate,Yes,5275,0,91,360,1,Rural
LP0130151,Male,Yes,0,Not Graduate,No,9309,3077,458,360,1,Urban
LP097050,Female,Yes,0,Graduate,No,14469,3143,144,360,1,Semiurban
LP0114643,Male,Yes,1,Not Graduate,Yes,13503,1631,528,360,1,Rural
LP0109983,Male,Yes,0,Not Graduate,Yes,9480,2390,109,360,1,Rural
LP0111743,Male,Yes,0,Not Graduate,No,10128,0,495,360,1,Rural
LP099391,Male,Yes,0,Not Graduate,Yes,15208,0,258,360,1,Semiurban
LP099661,Female,No,2,Not Graduate,Yes,12886,2299,248,360,1,Rural
LP0129733,Female,No,2,Graduate,No,9606,0,278,180,0,Urban
LP0135081,Female,Yes,3+,Graduate,No,3003,3907,253,360,1,Semiurban
LP0128041,Female,No,0,Not Graduate,Yes,9722,3642,453,360,1,Rural
LP0118346,Male,Yes,0,Graduate,No,2554,4410,442,360,1,Rural
LP096860,Female,No,0,Graduate,No,5148,4211,450,360,1,Semiurban
LP0107112,Female,No,1,Graduate,Yes,4732,1380,370,360,1,Rural
LP0112945,Female,Yes,1,Graduate,No,8731,0,84,360,1,Rural
LP0120331,Male,Yes,3+,Graduate,No,13609,0,572,360,1,Urban
LP0127155,Male,No,0,Graduate,No,11564,4012,241,360,1,Semiurban
LP0138263,Female,No,0,Graduate,Yes,11105,1746,415,360,1,Rural
LP0101786,Female,Yes,0,Not Graduate,Yes,15007,4473,280,360,0,Urban
LP097514,Female,No,1,Graduate,Yes,7714,0,339,480,1,Urban
LP0100808,Female,No,0,Not Graduate,Yes,15896,2781,66,360,1,Rural
LP0119367,Female,No,1,Not Graduate,Yes,14553,0,178,360,1,Rural
LP0108766,Female,No,2,Graduate,Yes,3328,2154,439,360,0,Urban
LP0127820,Male,Yes,2,Graduate,Yes,1422,3305,227,360,1,Urban
LP0110766,Male,No,1,Graduate,Yes,15632,4093,291,360,1,Urban
LP0125461,Female,Yes,0,Graduate,No,8843,2548,528,360,1,Semiurban
LP0120166,Male,Yes,0,Graduate,Yes,6971,4972,493,360,1,Urban
LP0131025,Male,No,1,Not Graduate,No,2398,4567,203,360,1,Urban
LP0109054,Male,Yes,2,Not Graduate,No,6956,0,364,360,1,Urban
LP099748,Female,No,1,Graduate,Yes,8835,3266,545,360,1,Semiurban
LP0107363,Female,Yes,0,Not Graduate,Yes,3739,1669,198,180,1,Urban
LP0126952,Female,Yes,2,Not Graduate,No,14144,1989,403,360,1,Urban
LP0109503,Female,No,2,Graduate,Yes,12957,1666,63,360,1,Rural
LP0118224,Male,No,0,Not Graduate,Yes,15960,1709,373,360,1,Urban
LP0100644,Female,No,2,Not Graduate,Yes,10570,1276,261,180,1,Semiurban
LP0136168,Female,Yes,0,Graduate,Yes,3275,4209,231,360,1,Semiurban
LP0107729,Female,Yes,0,Not Graduate,No,11835,3557,365,360,1,Rural
LP0138714,Female,Yes,1,Not Graduate,Yes,1477,3388,226,360,1,Urban
LP0124021,Male,Yes,1,Not Graduate,Yes,7412,3690,507,360,1,Rural
